timestamp,latitude,longitude,heading,speed_mps,battery_percent
2025-09-04T08:29:33.318419Z,-31.9776967190,115.8158412890,183.83,1.251,74
2025-09-04T08:29:43.495622Z,-31.9778026570,115.8158387860,176.76,1.222,74
2025-09-04T08:29:53.712778Z,-31.9779171320,115.8158459970,182.68,1.189,74
2025-09-04T08:30:03.901392Z,-31.9780290090,115.8158318580,179.96,1.305,74
2025-09-04T08:30:14.326372Z,-31.9781363100,115.8158378450,180.31,1.085,74
2025-09-04T08:30:24.685812Z,-31.9782651300,115.8158318080,178.98,1.301,74
2025-09-04T08:30:34.896203Z,-31.9783872570,115.8158313370,183.52,1.273,74
2025-09-04T08:30:45.104523Z,-31.9785082830,115.8158208330,188.73,1.275,74
2025-09-04T08:30:55.506185Z,-31.9786271470,115.8158052930,183.20,1.294,74
2025-09-04T08:31:05.686863Z,-31.9787262670,115.8158060570,150.33,0.941,74
2025-09-04T08:31:15.871438Z,-31.9787977340,115.8158765280,132.31,1.101,74
2025-09-04T08:31:26.082342Z,-31.9788627490,115.8159707180,168.70,1.163,73
2025-09-04T08:31:36.302963Z,-31.9789626320,115.8160310090,128.05,1.147,73
2025-09-04T08:31:46.498242Z,-31.9790389920,115.8161498550,125.57,1.404,73
2025-09-04T08:31:56.686742Z,-31.9791057820,115.8162720320,120.85,1.333,73
2025-09-04T08:32:06.896743Z,-31.9791598590,115.8163984370,110.94,1.279,73
2025-09-04T08:32:17.309616Z,-31.9791946960,115.8165287030,93.33,1.278,73
2025-09-04T08:32:27.323959Z,-31.9791996000,115.8166655460,82.85,1.289,73
2025-09-04T08:32:37.502313Z,-31.9791647130,115.8168019790,62.70,1.344,73
2025-09-04T08:32:47.699188Z,-31.9791109610,115.8169269440,61.67,1.197,73
2025-09-04T08:32:58.081806Z,-31.9790517230,115.8170480190,52.13,1.266,73
2025-09-04T08:33:08.312889Z,-31.9789768780,115.8171538100,38.50,1.268,73
2025-09-04T08:33:18.682726Z,-31.9788846430,115.8172327330,32.96,1.243,73
2025-09-04T08:33:28.883071Z,-31.9787809290,115.8173064750,19.09,1.446,72
2025-09-04T08:33:39.306939Z,-31.9786740590,115.8173587260,22.66,1.367,72
2025-09-04T08:33:49.493935Z,-31.9785889600,115.8174154650,17.96,1.281,72
2025-09-04T08:33:59.864383Z,-31.9784810780,115.8174383870,2.69,1.291,72
2025-09-04T08:34:09.889821Z,-31.9783653810,115.8174436970,1.57,1.272,72
2025-09-04T08:34:20.292689Z,-31.9782421230,115.8174460200,1.40,1.369,72
2025-09-04T08:34:30.320000Z,-31.9781285060,115.8174453280,351.64,1.222,72
2025-09-04T08:34:40.691385Z,-31.9780256500,115.8174235240,348.29,0.939,72
2025-09-04T08:34:50.893455Z,-31.9779194080,115.8173977620,348.89,1.163,72
2025-09-04T08:35:01.097471Z,-31.9778051590,115.8173624490,334.77,1.321,72
2025-09-04T08:35:11.499361Z,-31.9777016880,115.8172870340,321.91,1.313,72
2025-09-04T08:35:21.881504Z,-31.9776117710,115.8172003150,314.58,1.202,72
2025-09-04T08:35:32.080330Z,-31.9775488300,115.8171098070,301.12,1.061,71
2025-09-04T08:35:42.310996Z,-31.9774936910,115.8170120630,315.50,1.077,71
2025-09-04T08:35:52.714013Z,-31.9774267280,115.8169220050,276.31,1.094,71
2025-09-04T08:36:02.890351Z,-31.9774183760,115.8168512890,326.16,0.358,71
2025-09-04T08:36:13.089133Z,-31.9774104760,115.8168636760,72.76,0.432,71
2025-09-04T08:36:23.501812Z,-31.9773945620,115.8169101240,161.61,0.180,71
2025-09-04T08:36:33.885366Z,-31.9774891710,115.8169690370,127.24,1.245,71
2025-09-04T08:36:44.090983Z,-31.9775524260,115.8170824540,123.17,1.212,71
2025-09-04T08:36:54.496099Z,-31.9776244940,115.8171973180,133.72,1.306,71
2025-09-04T08:37:04.694893Z,-31.9777228950,115.8172961050,148.09,1.389,71
2025-09-04T08:37:14.892422Z,-31.9778255360,115.8173681760,159.78,1.273,71
2025-09-04T08:37:25.090417Z,-31.9779423670,115.8174084040,178.94,1.325,71
2025-09-04T08:37:35.504511Z,-31.9780758930,115.8174166220,178.07,1.153,70
2025-09-04T08:37:45.895784Z,-31.9781977370,115.8174210300,178.77,1.327,70
2025-09-04T08:37:56.320930Z,-31.9783144200,115.8174233360,181.68,1.232,70
2025-09-04T08:38:06.499302Z,-31.9784368520,115.8174177380,179.29,1.341,70
2025-09-04T08:38:16.878838Z,-31.9785544100,115.8174194430,182.32,1.268,70
2025-09-04T08:38:27.077186Z,-31.9786738070,115.8174172080,182.43,1.282,70
2025-09-04T08:38:37.306817Z,-31.9787829680,115.8174130500,171.24,1.150,70
2025-09-04T08:38:47.495858Z,-31.9788926090,115.8174207630,181.15,1.456,70
2025-09-04T08:38:57.683754Z,-31.9789992780,115.8174207740,175.55,1.121,70
2025-09-04T08:39:07.901832Z,-31.9791098000,115.8174294000,181.93,1.211,70
2025-09-04T08:39:18.082752Z,-31.9792248500,115.8174210910,186.64,1.228,70
2025-09-04T08:39:28.505085Z,-31.9793737750,115.8174035520,184.66,1.864,70
2025-09-04T08:39:38.703617Z,-31.9794895360,115.8173960050,180.44,1.291,69
2025-09-04T08:39:49.085881Z,-31.9796102950,115.8173957050,179.75,1.280,69
2025-09-04T08:39:59.506028Z,-31.9797302290,115.8173920460,182.92,1.280,69
2025-09-04T08:40:09.889235Z,-31.9798497190,115.8173903520,176.42,1.303,69
2025-09-04T08:40:20.302341Z,-31.9799679780,115.8173939490,176.31,1.200,69
2025-09-04T08:40:30.489568Z,-31.9800863660,115.8173975250,177.92,1.317,69
2025-09-04T08:40:40.870763Z,-31.9802044490,115.8173990070,181.01,1.309,69
2025-09-04T08:40:51.068386Z,-31.9803221180,115.8173937950,181.19,1.281,69
2025-09-04T08:41:01.300742Z,-31.9804377510,115.8173910210,180.40,1.235,69
2025-09-04T08:41:11.509498Z,-31.9805566670,115.8173866760,180.53,1.291,69
2025-09-04T08:41:21.891427Z,-31.9806773670,115.8173896750,181.28,1.287,69
2025-09-04T08:41:32.088356Z,-31.9807927400,115.8173859550,177.79,1.213,69
2025-09-04T08:41:42.492106Z,-31.9809164840,115.8173938670,175.70,1.418,68
2025-09-04T08:41:52.691351Z,-31.9810410200,115.8173955570,182.85,1.318,68
2025-09-04T08:42:03.076509Z,-31.9811625690,115.8173904260,181.44,1.301,68
2025-09-04T08:42:13.302241Z,-31.9812789430,115.8173897050,181.33,1.288,68
2025-09-04T08:42:23.319216Z,-31.9813942570,115.8173878550,182.42,1.265,68
2025-09-04T08:42:33.687766Z,-31.9815112120,115.8173877940,180.67,1.268,68
2025-09-04T08:42:43.887933Z,-31.9816231550,115.8173845090,182.90,1.233,68
2025-09-04T08:42:54.077299Z,-31.9817399360,115.8173832160,181.91,1.282,68
2025-09-04T08:43:04.305517Z,-31.9818552520,115.8173797290,176.70,1.255,68
2025-09-04T08:43:14.319463Z,-31.9819712560,115.8173855630,178.48,1.334,68
2025-09-04T08:43:24.499241Z,-31.9820929160,115.8173885050,183.48,1.295,68
2025-09-04T08:43:34.698956Z,-31.9822185380,115.8173830080,180.05,1.433,68
2025-09-04T08:43:44.896372Z,-31.9823350490,115.8173820750,177.60,1.136,67
2025-09-04T08:43:55.094041Z,-31.9824534970,115.8173879720,178.97,1.288,67
2025-09-04T08:44:05.690305Z,-31.9825734610,115.8173911610,179.96,1.242,67
2025-09-04T08:44:15.897960Z,-31.9826935820,115.8173909020,180.47,1.299,67
2025-09-04T08:44:26.075149Z,-31.9828152220,115.8173913690,178.61,1.334,67
2025-09-04T08:44:36.083495Z,-31.9829320810,115.8173910920,176.91,1.274,67
2025-09-04T08:44:46.313498Z,-31.9830030450,115.8173952670,156.72,0.363,67
2025-09-04T08:44:56.503928Z,-31.9830051780,115.8173961790,173.40,0.036,67
2025-09-04T08:45:06.882238Z,-31.9830684340,115.8174201500,136.98,0.750,67
2025-09-04T08:45:17.082397Z,-31.9831011210,115.8174947690,91.72,0.871,67
2025-09-04T08:45:27.495251Z,-31.9831032210,115.8176344430,86.75,1.226,67
2025-09-04T08:45:37.692821Z,-31.9831001390,115.8177748980,91.25,1.228,67
2025-09-04T08:45:47.891189Z,-31.9831011300,115.8179087170,90.24,1.224,66
2025-09-04T08:45:58.325560Z,-31.9831010650,115.8180499160,88.80,1.282,66
2025-09-04T08:46:08.513643Z,-31.9830958940,115.8181861200,93.07,1.223,66
2025-09-04T08:46:18.693976Z,-31.9830951850,115.8183126660,90.79,1.171,66
2025-09-04T08:46:28.889742Z,-31.9830976820,115.8184245150,87.97,1.046,66
2025-09-04T08:46:39.099597Z,-31.9830955640,115.8185449450,89.78,1.214,66
2025-09-04T08:46:49.512115Z,-31.9830940100,115.8186933070,67.39,1.354,66
2025-09-04T08:46:59.893117Z,-31.9830211260,115.8187753470,4.60,1.198,66
2025-09-04T08:47:10.101343Z,-31.9828990540,115.8187769460,359.16,1.353,66
2025-09-04T08:47:20.493428Z,-31.9827788760,115.8187779510,358.96,1.283,66
2025-09-04T08:47:30.509345Z,-31.9826625950,115.8187716200,0.78,1.299,66
2025-09-04T08:47:40.889897Z,-31.9825392270,115.8187737830,0.05,1.313,66
2025-09-04T08:47:51.315366Z,-31.9824200970,115.8187762340,358.67,1.275,65
2025-09-04T08:48:01.685150Z,-31.9823046260,115.8187776070,359.21,1.218,65
2025-09-04T08:48:11.894387Z,-31.9821887180,115.8187774420,359.29,1.210,65
2025-09-04T08:48:22.312374Z,-31.9820714160,115.8187738910,359.94,1.208,65
2025-09-04T08:48:32.327552Z,-31.9819541290,115.8187732790,1.33,1.284,65
2025-09-04T08:48:42.686227Z,-31.9818366570,115.8187806770,358.94,1.288,65
2025-09-04T08:48:52.701475Z,-31.9817178370,115.8187757200,358.65,1.310,65
2025-09-04T08:49:02.900826Z,-31.9815969500,115.8187725210,1.23,1.314,65
2025-09-04T08:49:13.323099Z,-31.9814736210,115.8187745450,0.74,1.308,65
2025-09-04T08:49:23.705810Z,-31.9813531900,115.8187737040,358.06,1.297,65
2025-09-04T08:49:34.087946Z,-31.9812342900,115.8187712110,359.47,1.290,65
2025-09-04T08:49:44.307066Z,-31.9811150110,115.8187723730,0.72,1.316,65
2025-09-04T08:49:54.322382Z,-31.9809979370,115.8187742250,359.46,1.260,64
2025-09-04T08:50:04.499671Z,-31.9808804800,115.8187737100,0.97,1.300,64
2025-09-04T08:50:14.708534Z,-31.9807759280,115.8187761890,0.60,1.002,64
2025-09-04T08:50:24.895545Z,-31.9806952270,115.8187791040,344.90,0.962,64
2025-09-04T08:50:35.310252Z,-31.9806198050,115.8187109760,274.24,1.129,64
2025-09-04T08:50:45.691370Z,-31.9806180650,115.8185834740,270.71,1.154,64
2025-09-04T08:50:55.890199Z,-31.9806157420,115.8184516630,268.95,1.263,64
2025-09-04T08:51:06.088183Z,-31.9806052830,115.8183155900,291.36,1.271,64
2025-09-04T08:51:16.510952Z,-31.9805536900,115.8181894040,313.95,1.268,64
2025-09-04T08:51:26.883636Z,-31.9804728550,115.8180876170,300.96,1.293,64
2025-09-04T08:51:37.305884Z,-31.9804319650,115.8179562610,272.67,1.242,64
2025-09-04T08:51:47.688945Z,-31.9804260840,115.8178179510,271.75,1.289,64
2025-09-04T08:51:58.089592Z,-31.9804244510,115.8176680590,269.02,1.360,63
2025-09-04T08:52:08.493654Z,-31.9804241550,115.8175281320,286.21,1.229,63
2025-09-04T08:52:18.693381Z,-31.9803838800,115.8174429150,343.18,0.872,63
2025-09-04T08:52:29.072995Z,-31.9802683280,115.8174212820,345.92,1.269,63
2025-09-04T08:52:39.087768Z,-31.9801588070,115.8174075600,349.09,1.138,63
2025-09-04T08:52:49.492603Z,-31.9800398550,115.8173952640,0.71,1.273,63
2025-09-04T08:52:59.690322Z,-31.9799273670,115.8173893780,210.69,1.163,63
2025-09-04T08:53:09.889430Z,-31.9799325770,115.8173883150,6.49,0.048,63
2025-09-04T08:53:20.086875Z,-31.9798552440,115.8173884870,0.29,1.098,63
2025-09-04T08:53:30.307642Z,-31.9797242290,115.8173951570,3.84,1.479,63
2025-09-04T08:53:40.495056Z,-31.9796076590,115.8173998050,0.01,1.325,63
2025-09-04T08:53:50.693454Z,-31.9794954740,115.8174071100,3.14,1.181,63
2025-09-04T08:54:00.882504Z,-31.9793877780,115.8174170180,0.09,1.049,62
2025-09-04T08:54:11.090502Z,-31.9792686200,115.8174109500,339.89,1.269,62
2025-09-04T08:54:21.503888Z,-31.9791886280,115.8173665140,282.51,0.651,62
2025-09-04T08:54:31.885073Z,-31.9791721940,115.8172094410,273.50,1.183,62
2025-09-04T08:54:42.082752Z,-31.9791729340,115.8170715920,276.55,1.313,62
2025-09-04T08:54:52.324754Z,-31.9791652530,115.8169179960,267.75,1.274,62
2025-09-04T08:55:02.510855Z,-31.9791697920,115.8167808320,269.89,1.266,62
2025-09-04T08:55:12.699602Z,-31.9791672220,115.8166401380,271.61,1.325,62
2025-09-04T08:55:22.897645Z,-31.9791670520,115.8165003590,270.27,1.286,62
2025-09-04T08:55:33.332829Z,-31.9791658750,115.8163591830,269.50,1.262,62
2025-09-04T08:55:43.521175Z,-31.9791662190,115.8162199990,271.11,1.280,62
2025-09-04T08:55:53.697296Z,-31.9791649020,115.8160862920,266.61,1.195,62
2025-09-04T08:56:03.886379Z,-31.9791672100,115.8159663820,265.44,1.155,61
2025-09-04T08:56:14.085546Z,-31.9792112420,115.8158357880,193.55,1.393,61
2025-09-04T08:56:24.313981Z,-31.9793264070,115.8158193190,181.07,1.248,61
2025-09-04T08:56:34.494211Z,-31.9794460360,115.8158185720,181.77,1.310,61
2025-09-04T08:56:44.691519Z,-31.9795628290,115.8158141860,194.87,1.255,61
2025-09-04T08:56:54.888720Z,-31.9795399810,115.8158104680,309.37,0.798,61
2025-09-04T08:57:05.097996Z,-31.9795132090,115.8157105250,267.35,1.226,61
2025-09-04T08:57:15.318255Z,-31.9795159190,115.8155700600,266.39,1.284,61
2025-09-04T08:57:25.700475Z,-31.9795199990,115.8154232390,269.06,1.270,61
2025-09-04T08:57:35.897506Z,-31.9795236980,115.8152855900,267.79,1.271,61
2025-09-04T08:57:46.096700Z,-31.9795261030,115.8151503060,270.91,1.249,61
2025-09-04T08:57:56.499388Z,-31.9795239560,115.8150102080,270.52,1.266,61
2025-09-04T08:58:06.872413Z,-31.9795233370,115.8148707270,270.18,1.293,60
2025-09-04T08:58:17.068340Z,-31.9795236270,115.8147344560,269.65,1.268,60
2025-09-04T08:58:27.299631Z,-31.9795284740,115.8146081610,244.66,1.100,60
2025-09-04T08:58:37.495682Z,-31.9795338940,115.8146007210,113.95,0.062,60
